sentence,label
i purchased this phone for just 50 and there is no end to what i can do with it,positive
range of functions as indicated above it has something for everyone point and shoot power plus advanced functions for those who are serious about photography,positive
it also holds a lot more diapers,positive
photos are pretty darned good !,positive
6 the nikon coolpix line is a well established line so you know support and parts are going to be available even when nikon releases a newer model,positive
the manual modes give you a lot of control over exposure and white balance ( but there is no manual focus or manual exposure ),positive
we use regular kitchen sized garbage bags,positive
"the controls on the player are very simple , no need for a manual",positive
i highly recommend this camera to anyone looking for a good digital camera that takes great pictures yet does n ' t take weeks to figure out how to operate,positive
"i ' m sure you can read the specs above to see everything it does , but for me the best thing is that i can easily check my email , movie times , news , or any website with this phone",positive
we ' ve never experienced odor from the pail,positive
3 bags are easy to change,positive
they say that they are the best pictures they have ever see from a compact,positive
pertaining to the speed issue i got 54mps while i was in the same room,positive
it all sounds great too,positive
"the unit seems to play all formats that i have put in it ( jpeg , kodak pic ' s and dvd r ) i have read other reviews and some good and so om not so good , but my feeling at this time is two thumbs up !",positive
another benefit of this phone is that it is truly an international phone the 6610 is sold in almost everywhere in the world,positive
it ' s also so easy to use and holds a great deal of diapers,positive
"it ' s low profile , space saving design looks nice",positive
"i discovered that the camera has a manual mode that gives you total control over exposure , white balance , flash ( red eye , person against bright background , flash on , flash off , flash automatic )",positive
the buttons and interface are very easy to use,positive
received apex dvd and the picture was great when set up with s connector,positive
both the antivirus and firewall are integrated into one piece of software and they update together,positive
nice little phone light compact,positive
"by far this seems to be the best value out there for the money if you are undecided , the creative zen micro seems to be the best choice",positive
"it takes excellent pics and is very easy to use , if you read the manual",positive
"it seems to be working fine , but we ' ve not used it all that much",positive
"looks sleek , compact , has a radio",positive
"pros excellent sound , even with the headphones that come out of the box , but it absolutely rocked with my bose quiet comfort 2 set",positive
well i have to say that this product is very good i mean it might be a little big but it still fits in your pocket,positive
i ' ve had nothing but good luck with t mobile,positive
at 128 the songs sound very good,positive
the canon g3 is perhaps the best 4mp camera out there,positive
definitely a great camera,positive
"i have been absolutely , completely satisfied with the product and its capabilities",positive
upon opening the box i was confronted with this small cute little mp3 player,positive
i find that it is stable in my hands and its ' weight actually contributes to that stability,positive
"this camera is ideal for people who want more power , but do n ' t want to spend 1000s dollars on a camera",positive
it is an extremely cool cozmo,positive
this unit comes with the usb firewire cable as a standard item now,positive
it feels solid and not flimsy like the carbon,positive
"navigating through the menus is super easy , especially if you have owned a previous model nokia phone",positive
"overall though , i ' m very happy with it and highly recommend it to folks looking for a mp3 player , even if it is to pretend your not a brain dead consumer giving into the marketing hype of the ipod )",positive
excellent diaper disposal unit,positive
the touch buttons are textured so that your finger sdon ' t slip which was very thoughtful,positive
"i have tried other pails , but none have compared positively to the champ",positive
it looks sleek and modern,positive
"overall , i am very pleased with it",positive
"i ' m not sure why all the bad reviews , my computer isn ' t especially slowed down and i have win ' 98",positive
"there is no comparison , the champ is easy and smell free , the genie was difficult to use one handed ( which is absolutly vital if you have a little one on a changing pad ) and there was a def finite odor emanating from the genie plus we found that the quick tie garbage bags where the ties are integrated into the bag work really well because there isn ' t any added bulk around the sealing edge of the champ",positive
and it holds so much music and audio files,positive
this is a must have product for all new moms !,positive
"i checked out the amazon reviews and i ' m pleased to say mine worked , works , fine right out of the box",positive
we keep the diaper champ in our daughter ' s nursery and her room definitely does not smell like dirty diapers,positive
the micro has an impressive array of very nice features and a well designed user interface,positive
"i was worried that 4 megapixel photos would download more slowly , but there ' s no difference in working with the files",positive
for the price i don ' t think you can beat it,positive
"it has a handsfree loudspeaker , conference and transfer !",positive
"however , the ipod does not come close to the number of extra features that the ' zen micro ' has to offer",positive
"i think the os and controls are very well thought out and although i ' ll admit i was a bit intimidated during my first few hours with the micro , the interface and controls became second nature after the first day or so",positive
i wanted this product because i didn ' t have to buy special bags for it and it also came highly recommended,positive
i found using mediasource to load your songs to the nomad jukebox to be much easier and faster than using windows explorer,positive
"i just replaced my old linksys router with this one , turned everything on in the right order , and it was up and running with no problems",positive
this is a great diaper pail,positive
ive had this phone for a year now and its the best phone i have owned,positive
"seriously , this thing has everything that a pro or expert amateur could want",positive
"all in all this a great player that blows the i pod away , with easy to use and understand features , software that is simple to understand and use , and a great sound ( which is all that matters in a mp3 player )",positive
"anted to rate the router higher than 1 star , due to its security , easy of use , etc",positive
"i use it for ripping cds , which it does a pretty good job of",positive
"overall , the g3 delivers what must be considered the best image quality of any current 4 megapixel digicams , from a detail , tonal balance and color response point of view",positive
"a nikon will make you happier and leave you lots of good memories , as always",positive
"also , very light and portable",positive
the battery recharges raul fast and the recharger thingy that comes with is real nice,positive
they also sound excellent compared to other earbuds including retail sets like panasonic ' s and sennheisers,positive
this is the best purchase i ' ve made in a very long time,positive
anywhere i went in south africa this phone received full bar reception,positive
"for the price , it ' s a very nice dvd player",positive
it takes great pictures,positive
i am getting better speeds on all my web programs,positive
retraction said mine had silver plate it does have display,positive
"personally , i am very pleased with the diaper champ",positive
"! ok , score 7 0 oh yes , the newest color of this phone is quite cool",positive
i am impressed with how easy this camera is to use,positive
"the interface , while a bit confusing at first , is very easy to navigate after about 15 minutes",positive
"for more than a year , and it is totally reliable",positive
"plus , if you order from amazon com , they will exchange it for you no problem",positive
"by the way , i use the norton 2003 corporate at work with absolutely no trouble",positive
i bought this apex 2600 dvd player for myself at christmas because it got good reviews as a good value for the money on a variety of different sites,positive
"i ' m not gonna go into the features cause if you ' re reading this review , you ' ve probably already looked at them , but i must say the dj feature if very cool and the removable battery is also a bonus !",positive
"if you ' re looking for a small , compact , super resolution digital camera , you can end your search with the nikon 4300 !",positive
"the more i work with it , the more i love it !",positive
i take a lot of pictures and this camera is my first choice,positive
"also , it was only 39 99 ( after rebate ) with free shipping and no tax so overall it is a decent player",positive
"finally , compare the ipod to other players on a cost gb , and also consider ease of use",positive
"it ' s easy to use , and makes transfering your cd collection to the player a cinch",positive
"it is great sounding , even with the supplied earbuds",positive
"the latter will provide better coverage in more remote areas of the states but still operates in many countries , excluding new zealand and australia",positive
"excellent picture quality on par with my pioneer , panasonic , and jv players",positive
"i like the nomad ' s color better , but it ' s not terribly flashy",positive
"i have ripped over 100 songs from my cd collection and it was so easy and fast , and they all sound great",positive
"i have it for a week now , and this camera has exceeded my expectations",positive
i decided to save the and opted for the zen xtra and i was not disappointed,positive
"this is an excellent player , especially for the price , with features that are comparable to and even excel the ipod",positive
best in class,positive
"it beats apple on the storage space , it beats apple on the removable battery ( and batter life ) , and i personally like its interface more than the ipod scroll wheel",positive
"update i knew that i loved the champ , and using the diaper genie at a friend ' s house really reinforced that !",positive
i am extremely satisfied with this camera,positive
"secondly , all info can be sent to a computer and w o the hassle of usb wires",positive
the service from the supplier was exceptional,positive
cuts are easy and smooth,positive
5 the price is right,positive
"the camera is solid , performs well , takes good pictures , and the battery lasts pretty long if you disable the lcd viewfinder",positive
the photo quality is amazing,positive
"the 6610 excels as a cell phone , thank god",positive
we have never had any problems with anything like loose wipes getting stuck ( we always wrap them in the dirty diaper ),positive
"it was easy enough to remove the front plate , and there was only one way the battery could be inserted",positive
i am very pleased so far,positive
pros large hard drive for the 20gb and 40gb are both affordable,positive
the diaper champ couldn ' t be easier to use,positive
"my op ion is concentrate on what you need now , this product has excellent range , holds a teddy connection , ha sent even drooped one and i have it for more than a month now",positive
"this phone is very user friendly , easy to manipulate 38 very convenient to scroll in menu etc",positive
"also , the display is hinged and it can be placed in a myriad of positions , or to protect it against any damage",positive
"however , the battery life is good enough you should n ' t be overly concerned with turning this phone off",positive
this camera is bulletproof,positive
"other than that , i think it is the best router for the money",positive
it ' s so cute and behind the black panel it glows in a neon blue,positive
"the ringtones included are awesome , and did i mention they were polyphonic ?",positive
the software has n ' t been a hassle for me at all,positive
"but if you use all bluetooth accessories , as i do , its really not an issue",positive
"this isn ' t the most rugged phone ever but then your not gonna play airplane with this , are you",positive
this thing does everything but washes your dishes,positive
the highest optical zoom pictures are perfect,positive
"this may be a really cool phone , but it ' s not worth it with t mobile",positive
well the champ has survived it ' s first year with our son and it is great ! !,positive
1 record around 1 hour of video with phillips camcorder pro,positive
we empty ours every day and we have never had an odors from it !,positive
i also wanted to switch to broad com hardware ( which the linksys uses ) because my wifi menisci card in my dell laptop with lucien silicon in it used 70 of my 1 2ghz laptop ' s cpu when using the wireless at full speed,positive
5 stars all the way !,positive
the eax mode that keeps the volume at the same level for any song will come in handy when i take my holiday plane rides,positive
neat feature for self timer allows you to record two different warnings,positive
"bottom line if you value excellent sound quality and the ability to use music subscription services , and are willing to deal with the possibility ( not the certainty ) of setup gremlins , by all means get the zen micro",positive
this thing seriously is a good player though,positive
"it is amazingly small , it ' s hard to believe all that has been packed into this camera",positive
"but if you ' ve used a slr 35mm camera , the controls are very intuitive !",positive
"the sound is great , and the volume is more than satisfactory for commutes and shutting out external noise",positive
having access to so much music where ever you go is terrific,positive
but it takes gorgeous pictures for a 2 1 mp camera,positive
i also had no problems installing or running the camera software on my pc,positive
"ease of use design the ipod is a very easy to use mp3 player , and if you can ' t figure this out , you shouldn ' t even own one",positive
for the price it is a well spent investment !,positive
"in fact , i liked it so much after using it with my son who is now 2 years old , that i bought one for our new baby ' s room",positive
"the sound is incredible very clean , very wide dynamic range of bass , midas and highs , and can be very loud if i turn it up full blast",positive
and it fits right in my pocket much easier than my old s30,positive
"it does have a lense cap , but it wo n ' t let you take pics with it on which is real good",positive
no one has ever come to my house and noticed ' diaper odor ',positive
"now that i own it , however , i can ' t imagine being without it !",positive
2 ) 4mp is about right for the target market of this camera ( semi serious amateur photographer ),positive
"what got me to buy was the reviewer that said it would play dvd rs fill of files ( e , mp3s )",positive
"so far i have no complaints and i recommend this to anyone who wants quality over appearance , also anyone who wants a hard drive based mp3 player and wants to pay next to nothing",positive
"the speakerphone , the radio , all features work perfectly",positive
i highly recommend it if you are looking for a phone with great camera quality and or lots of features you would find in a pda,positive
"the container is hard to open , which is exactly what you want when your baby becomes a toddler , and you do have to flip the handle carefully ( which has saved more than a few of her toys , too ) i don ' t consider these difficulties but features for the older baby",positive
this was possible due to the variable speed settings for any sized bit,positive
"initially these phones were fun to play with some of the cool features like the speaker phone , web browser and of course the built in camera",positive
"when i opened the box , i was shocked by the size of this thing it ' s tiny !",positive
i have had mine for about a year and use a third party firmware on mine and love it,positive
"with the right firmware , drag and drop to and from the player like any other jump drive",positive
"the color screen makes this free after rebates phone shine bright , and commands are very responsive",positive
"but , it seems to work so well now , that i do n ' t anticipate any problems with it",positive
"sound quality is amazing i was expecting worse , but its really good ( especially if your files have good sound quality )",positive
"they ' re pretty comfortable , stay in place and deliver a decent audio quality",positive
"i was worried about what the sound quality would be like , but that seems to be just as good as the actual cd sound",positive
"if you use software correctly , put in all the id3 tags , you will get an awesome database collection , from which you can easily access your songs",positive
mixed bag i guess but the price was right,positive
"( every now and then i spray down the inside of the pail with lysol ) easy one hand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and then odors do escape the pail , but that is rare and it usually just means that we ' ve crammed too much in there and need to change the bag",positive
another 5 star performance,positive
the battery is alot better than most of the phones out there,positive
i love this pail !,positive
they look fantastic,positive
"ripping transferring tunes is basic , and pretty fast ( even on a 1 1 usb )",positive
"it ' s really a shame , because otherwise , creative mp3 players are very good , and have the best sound quality of any players on the market",positive
"we hardly ever have to charge them , get great reception ( live in chicago ) , and the customization and applications are awesome",positive
the camera is adequate and if i want high res photos i ' ll use my digital camera instead,positive
"fact is , it could n ' t be easier to use",positive
the pictures are uniformly excellent and color rendering is perfect,positive
"strong points design small , comfortable , curved , and stylish",positive
there are number of downloads needed available for this phone they will be text ed to you at no cost,positive
"long live apple , long live macs , and long live the ipod !",positive
"this really is a great little phone its got nice features , a beatiful screen , great ergonomics , and its tiny !",positive
"but anyway , the only thing you should really look at here is the fact that the phone does have voice dialing",positive
7 360 panoramic pictures are a very big deal,positive
"i have come across many other beginner cameras that i prefer over this camera , but the thing you have to keep in mind about this camera is the size",positive
"i have n ' t had time to really push this player to the limit , but audio aspects on the nomad are satisfactory , as should be expected from creative labs",positive
"because of it ' s hidden features ( no macro vision , non regional ) i keep this baby around to watch non american region dvd ' s",positive
it ' s worth it,positive
i like the speed control,positive
"naturally i did quite a bit of review before purchasing ( i recommend www no madness net ) , and price wise zens are unbeatable",positive
"great sound good interface replaceable , powerful battery good software wake up , sleep timers multiple play modes",positive
i ended up buying one for upstairs and one for downstairs because it works so well and because i change him so often downstairs,positive
well surely this is a product that i recommend someone in getting rather than any other mp3 player ( at that size and the price ),positive
what this plug in reveals is the truly stunning quality of the raw g3 hardware,positive
"i was looking for a compact , rugged ( i carry it hiking , skiing , boating , etc ) camera which is easy to use",positive
i ' ve played around with the equalizer settings and am satisfied at the range of choices i have there too,positive
having usb 2 0 makes for very fast transfers,positive
the manual is excellent,positive
sound this is where i love zen the most,positive
"8 ) creative mediasource , although not as sleek looking as windows media player , is effective in organizing your collection and is linked to a good cb service ( gracenotes )",positive
"the battery life is less than stellar , but it charges w the quickness",positive
"still , at least from my perspective , a great camera for the money , and i ' m a happy camper !",positive
"the signal to noise ratio ( the ratio of detectable , useful data to unusable garbage in , say , a radio wave a larger stn ratio is better ) is nice and high at 98 decibels , and it should be noted that apple refuses to release the stn ratio of any of the ipods",positive
"the creative zen micro , at first glance , is a dream come true for all mp3 and music lovers",positive
i use the same store brand tall kitchen trash bags i already use in the kitchen for it no special diaper trash bags necessary,positive
it ' s a very intuitive program,positive
the sound quality with jazz and pop music is equally superior,positive
"easy enough to navigate through , although i ' d prefer a sturdier button besides the thumb wheel scroll push button",positive
"seems to read most dvds fine , and reads quietly ( i had a pioneer player that had fairly loud disc spin noise )",positive
"this camera is worth every penny , and i highly recommend it !",positive
"in my opinion it ' s the best camera for the money if you ' re looking for something that ' s easy to use , small good for travel , and provides excellent , sharp images",positive
i love this player,positive
"the good 1 ) large lcd screen , colorful display , good resolution",positive
you ' ll love it !,positive
the edge guide has a nice micro adjust feature that works well,positive
my music demands are pretty intense and this handles those demands without problems,positive
canon ' s optics are better and i believe their processing algorithms are also better,positive
battery non issue,positive
holds the odor in nicely !,positive
the documentation is much better than the documentation that came with the 11b router i needed a lot of help from linksys technical assistance to set that one up,positive
other than that it meets or surpasses all of my needs and surely won ' t disappoint any already established nokia phone fans,positive
this camera is closest to perfect than any other diagram that is 4 5 megapixel,positive
this camera is perfect for the person who wants a compact camera that produces excellent photos in just about any situation,positive
"bottom line , well made camera , easy to use , very flexible and powerful features to include the ability to use external flash and lense filters choices",positive
good color and very little needed to correct photos on paint shop pro,positive
"i have only used it with the 1 4 collet and a 1 2 round over bit , but i love how it starts up with little torque and runs very quietly",positive
really easy to use,positive
"with 40gb of storage i have about 7 , 500 songs on the player ( everything music file i have is on there ) with room for about 2 , 500 more",positive
i ' ve got a buddy who ' s trying to offload his almost new 300 systematic because he saw what this router can do,positive
it does n ' t smell like burning plastic when you open the drive,positive
"the two times optical zoom operates smoothly and quietly , and lo and behold , a two piece shutter like cap automatically slides closed over the lens when you turn the camera off",positive
very good every day camera fits nicely in the pocket of my jeans and takes quality photos,positive
i find it pretty easy to use and unlike the remote interface for the audigy 2 nx ( on the pc ),positive
"since then , i have not found one major problem with it",positive
one of the best cell phones i have ever used to date,positive
"the software is very easy to use , and the transfer is super fast !",positive
also i like the position of all the controls and the fact that it doesn ' t have any extra knobs or gizmo ' s,positive
"solid , squeak free , large screen",positive
we really enjoyed shooting with the canon powershot sd500,positive
"despite its being slightly larger than the ipod , i must say i was surprised to see how small it was when i unwrapped the box !",positive
this is a great phone i have this phone since feb 04 and i never have any problem at all,positive
the fm tuner is just a little spare icing on the cake,positive
pi ii 1ghz 512mb rd ram windows xp pro 80gb hd i was able to uninstall nis 2003 and install nis 2004 with no trouble,positive
"an extra gig of room , fm radio , voice recorder , pim applications with sync to outlook",positive
because it can help a so so photographer take spectacular photos !,positive
the screen is bright and ring tones are unlimited,positive
this is probably one of the few dvd players at 40 that can play almost everything you throw at it,positive
the battery life on this phone is surreal,positive
"the sound is awesome , but if u put it too loud , depends on your sound quality , the sound might crack",positive
the included earphones are pretty good my advice ?,positive
the lens retracts and has its own metal cover so you don ' t need to fuss with a lens cap,positive
this one is really great,positive
the battery life of this camera is twice that of the nikon 5000 and is better than anything else i ' ve seen,positive
i have had no problem what so ever with this product,positive
other than that this thing is great,positive
"i feel much less likely to drop this phone than others , which are actually starting to get too small",positive
it ' s faster than wmp,positive
creative did an awesome job with the design,positive
"if you on the other hand always use automatic settings ( and not manual ) you should be just fine , as the camera features some of the best automatic settings i have ever seen",positive
"so far , we ' ve only used this player a few times to watch movies and it has worked fine",positive
good looks,positive
"on the positive side , the sound of the player is pretty good , once you have everything configured",positive
a huge beautiful color screen which can not been scratched at all even with the rough handling i give it,positive
"powerup is quick , and you can even set your favorite image to display for a second or so as it turns on",positive
"settings for just about everything , beautiful pics and beautiful prints",positive
the price compared to the ipod is great,positive
"in fact , it supports the new wpa encryption standard , which is way better than wep",positive
"it is without even a slight doubt , my new favorite",positive
i am impressed with this camera inside and out,positive
i am quite happy with the camera,positive
"this is my first digital camera , and what a ' toy ' it is !",positive
"the software is very easy to use , and within 30 minutes of opening my box , i was out and about listening to any one of my 80 cds",positive
record memos using the built in microphone,positive
"the lcd is larger than the previous model , the nx , and has a bright blue backlight which illuminates the screen more successfully than the nx ' s green backlight did",positive
"technology wise , i think this is awesome plus the speaker makes it even great ! ! ! ! i love this phone ! ! !",positive
"i love the features , the interface , the size ( the screen is a delight ) , the camera ( though i admit i ' m not much of a camera user so just a toy for me ) , the internet connectivity , the quality , etc",positive
"also , the nomad ' s 14 hours of battery life versus 8 is handy",positive
the functionality on this camera is mind blowing,positive
"many of these programs are shareware , some can be purchased by paying a little bit of bucks",positive
i just upgraded to the linksys wrt54g wireless g router last month and i am very happy with the quality of the product,positive
the af feature did a great job converting the letterbox to fill 3 4 of the screen and the image still looked normal,positive
linksys quality and tech support have been outstanding,positive
the memory card fit nicely since i also have a pocket pc and it automatically installed a picture software on my pda willa,positive
"i can recommend this phone to anyone , anytime",positive
the panorama modes are wonderful,positive
this player seems to work fine with everything else,positive
good quality video,positive
"with eax on , you can modify your sound , with 4 different presets , which is pretty good , you can get different variations with it",positive
really happy with this little camera,positive
this is really a nice diaper pail,positive
"likewise , i ' ve heard norton 2004 professional version is fine too",positive
"great reception , visibility and interface ( may be complicated by others )",positive
it is versatile and seems to be one of the best,positive
"unlike other reviewers , i like the tool because it is easy to operate outside of the router table",positive
the ! sound quality is great,positive
i love the slim design the weight would only be an issue if it were bulky,positive
7 picture quality is excellent,positive
battery life is good for a phone of this size,positive
i really do recommend this to anyone in need of a new player,positive
"the plusses are the features , look , good signal and battery life , memory size and robustness",positive
"the phone has such advantages as the excellent keypad and display , long rundown time and a good software suite",positive
"i loaded a lot of photos into it and they display very clearly for such a small screen and , very importantly , the transition from one photo to the next is instantaneous",positive
"for the first few weeks , this player was everything i expected it to be , an affordable multi format dvd player with a stylish slim case as advertised",positive
"basic usage is easy , but the remote has a lot of buttons that i have n ' t used",positive
i just bought this player today and i already love it,positive
i love it ! !,positive
the setup and transfer process was cake for me,positive
this camera is truely superb,positive
and the phone has a very cool feature which allows you to send images via a normal pop3 smtp e mail account,positive
"i ' ve had it for a week now , do n ' t regret the purchase one bit , and i never leave home without it",positive
i am really impressed by this dvd player,positive
"however , its 3x optical setting is acceptable for 70 of the shots that i take",positive
"i ' ve had a lot of cameras , but this one is actually being used , and not stored in a desk it ' s all ways in my shiest pocket",positive
"the back of the player is nice too , with water ripples inside the clear white coating",positive
2 ) storage capacity,positive
"what a kick butt mp3 machine and the freedom to get songs from a reasonable source , instead of paying for them two or three times , then get the creative zen ipod killer , kiss my ass itunes !",positive
"with the automatic settings , i really have n ' t taken a bad picture yet",positive
"since i use it in a table , i don ' t use the plunge feature , but if i ever need it i ' ve got it",positive
"it is so small that i am able to keep it in my pocket , and i don ' t have to fear that it will get ruined in my pocket because it is so durable",positive
it is very simple to import via photo 2 and then move them to photoshop,positive
i ' m glad canon decided to keep the 4mp resolution and improved upon it with new technology,positive
this is the best dvd player i ' ve purchased,positive
it looks great and is loaded with features,positive
it contains the smell from our baby ' s diapers and we can use just about any kind of bag inside,positive
camera quality isn ' t bad for the low resolution,positive
"the sound is bright and clear , the ability to store any mp3 ' s ( and not just apple approved files ) is great , and i plan to make use of the storage space and sound recording from time to time",positive
"i have a couple hundred contacts and the menu loads within a few seconds , no big deal",positive
i love that you don ' t have to purchase expensive refills,positive
"i found that to be the most impressive thing about the ipod ' mini ' basically for ease of use , and the feel it gives",positive
no need to pay for the special refills that the other brands require !,positive
"honestly , i love this player",positive
i selected the 4300 right away and have gotten high quality pictures every time,positive
creating and modifying playlists is easy and clean,positive
1 i achieved my basic objective my entire cd collection is on a portable device with lots of room to store more,positive
i bought the diaper champ and have been very happy for the following reasons,positive
very sleek stylish as well as the screen options and visuals it has,positive
"despite a critical start , this phone deserves four stars because it accomplishes what it sets out to do ( which is pretty lofty ) does more than most does it well is dependable",positive
i love this camera,positive
"after getting one for christmas from amazon , i ' m now a believer the digital elph is truly the world ' s smallest digital camera that shoots great pictures",positive
i must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be,positive
so far it all works fine with either cable or wireless connections,positive
"other plusses changeable battery , loads of presets for environments , decent construction , still quite small and light despite being slightly bigger than an ipod",positive
3 ) 4x zoom is nice,positive
i really have no complaints over this unit,positive
i upgraded from a very small 3 2 max camera to this camera with great results,positive
excellent sound quality,positive
"when the overall image quality ( especially natural colours , details , natural looking of the pictures ) is the most important thing , then this camera its top notch and very impressive",positive
the micro seemed like an ipod for less,positive
but it you won ' t regret it,positive
"it has one more resolution of 1024x768 and a normal compression mode and , it has the 3x zoom",positive
the resolution is very good and the colors are bright and even changeable !,positive
it ' s cute as anything and the glowing blue led looks super cool around the edges,positive
removable battery,positive
"in conclusion , this player is beautiful",positive
i liked this one enough to buy another,positive
better for the zen micro is outlook compatibility,positive
"exposure compensation in 1 3 stop increments ( i leave it set on 1 3 stop to brighten up the default exposure , which goes a bit dark for my taste )",positive
the auto setting does a great job most of the time but there are manual settings for those who want them,positive
travel with it without knowing you have it in your pocket,positive
the pictures are fabulous and their is a ( short ) learning curve to it there are tons of features i have n ' t even gotten to,positive
"i ' m in high school , and this camera is perfect for what i use it for , carrying it around in my pocket so i can take pictures whenever i want to , of my friends and of funny things that happen",positive
"plus , the fact that it used regular trash bags is great",positive
"handsfree future is good , but not too exciting",positive
i have stored around 60 cd ' s ( at 160kbps ) on this and have barely touched the available memory,positive
it does play a wide range of formats as advertised which is very nice,positive
"so sit back , relax and brag to all your friends who paid a mountain of money for a dvd player that can ' t do half the things this one can , and for a fraction of the price !",positive
feels solid in hand,positive
so far the dvd works so i hope it does n ' t break down like the reviews i ' ve read,positive
very simple and painless,positive
the bass is deep and the treble is clear,positive
what makes it so great is the versatility and the number of features it has,positive
"great camera , great investment !",positive
"while i ' m not too keen on their customer service ( none of the products i have from creative have given me issues ) , i can definitely recommend the zen micro for the simple fact that it does exactly what it is supposed to do and more without needing any of the extra hype except word of mouth",positive
"however , there is a more detailed pdf manual on the cd ( and online ) that should answer any questions about the operational features of the zen micro",positive
their customer service agents are always prompt and polite and my service is terrific,positive
"i ' m not sure whether this is related to the charge cycle of its li ion battery , the better firmware , or a combination of both factors",positive
i really liked the price,positive
the camera ' s a work of art science that ' s understood,positive
"this router does everything that it is supposed to do , so i dont really know how to talk that bad about it",positive
"it doesn ' t stink , ever ( like some have assumed since it doesn ' t wrap each diaper into its own neat little cocoon )",positive
have a great and easy to use bundled software,positive
"the nomad is not ugly , it is not that big , it comfortably fits in my pocket , or heavy , and the controls are not hard to get used to",positive
the diaper champ is the best !,positive
i recommend it to both parents of infants and toddlers,positive
i am enjoying my phone a lot,positive
the software installed flawlessly and without any problems on my windows 2k machine,positive
"but i was ready to upgrade and when i discovered that canon was going to come out with an even smaller digital camera with a higher resolution , i had to have the s100",positive
overall this has been my favorite phone that i have owned,positive
"even with these shortcomings , i still think it is the best digital camera available under 1200",positive
they fired away and the picture turned out quite nicely ( as all of my pictures have thus far ),positive
"moreover , apart from the plastic cable cover , the camera has a nice , solid feel about it , and it ' s so tiny , i take it with me wherever i go",positive
"if you ' re looking for a 3hp plunge router , the hitachi m12v is your best bet to stretch your equipment budget",positive
we don ' t have to worry about running out of refills with this diaper pail !,positive
the progressive scan option can be turned off easily by a button on the remote control which is one of the simplest and easiest remote controls i have ever seen or used,positive
"for the price and size and features , you can ' t beat the price",positive
i found it intuitive to use ( i did n ' t read any documentation for it and was using it successfully within a few minutes ),positive
"thankfully , creative has come through with a product that puts the ipod back in its place",positive
"there are so many functions in this little , yet powerful camera !",positive
i recently bought the linksys wrt54g router and have been very happy with the router itself,positive
the zen serves as a back up device as well as a player,positive
the panorama setting is unbelievable !,positive
the heavy motor and continuously variable speed control let this router churn through everything i threw at it,positive
"the menus and features are easy to manipulate and access , and it takes silent movies",positive
"however after playing with it for three weeks now , i ' m convinced , the zen micro is superior",positive
"if you are using linux , and you want to use gprs to connect to the net , i suggest this phone along with a belkin usb bluetooth adapter",positive
"its silver magnesium finish is stunning , and the sharp lines and excellent grip are better than any other camera i ' ve seen",positive
"great colors , pictures and white balance",positive
"so , why the small digital elph , rather than one of the other cameras with better resolution or picture quality ? size 2",positive
"1 month , no problems , great phone i ' m very pleased with my 6610 phone",positive
"it ' s being used daily and i have had none of the problems reported by other reviewers ( headphone jack , player locking up , etc )",positive
all in all though i ' m very happy with my new mp3 player,positive
this product is way cooler than anything ive used before ( pencilings and maccabees and norton antivirus alone ),positive
5 check traffic411 com for la traffic on the 405,positive
"first , the zen lets you sync to more than one computer",positive
"and so far , i have been very , very happy with my zen micro",positive
"further , the tech specs suggest that it has better audio quality than the ipod",positive
"first and foremost , it will take better pic ' s than most film camera ' s",positive
it ' s running great for all the dvds i have and rented,positive
"by focusing exclusively on quality rather than excessive marketing , they have introduced a player that can look the ipod straight in the eye and not flinch",positive
"people also have complained about the case not having a window , but that ' s not really a big deal to me either the case is sturdy and offers very good protection",positive
the latest of internet security has antispam function that is helpful because i has received a mountain of those these days,positive
in minutes i was easily navigating through the menus,positive
i ' ve connected the phone with two laptops and a ipa 4155,positive
i was looking for something that wasn ' t too complicated to use and to help the pics i post on ebay show more detail,positive
the manual mode is feature rich and i can ' t wait to get the hang of it,positive
"i do not count this as a negative , however , because it is not that much of a nuisance and at the price for what you get this router is way too good to pass up ! ! !",positive
"the camera is a dream to operate in auto mode , but also gives tremendous flexibility in aperture priority , shutter priority , and manual modes",positive
"transferring music is a breeze i don ' t subscribe to music services , but as mentioned on other reviews , micro allows you to subscribe to services other than itunes",positive
"it works well enough ( so far ) for me to be satisfied with it , and it ' s possible that i ' m missing something",positive
it is very light weight and has a good signal strength,positive
"they could be more comfortable , but no complaints in the sound department",positive
"firewire usb2 0 for those fortunate enough to have firewire400 , your in for a real treat with auto sync",positive
as i drove across the country i lost reception only in eastern kentucky ' s mountains,positive
a wise investment for the pocketbook for the nose ! ! !,positive
i ' m giving this player cautious recommendation,positive
the powershot g3 is a great camera,positive
"the good news is that the creative support is very responsive and after some emails and postal exchanges , i had a new zen",positive
in a week of use i ' ve never had to reboot the router,positive
i got this phone yesterday and didn ' t find any problems with it yet,positive
it does well in all aspects of internet browsing,positive
with bluetooth off the phone last almost twice as long,positive
"if you are looking for a phone to integrate as easily as the sonyericsson phones with isync , i say stick with a sonyericsson",positive
i am a picture fanatic so i consider myself picky and if your the same way this camera will not let you down now buy it !,positive
"as often mentioned , the scroll tab is average , however , not difficult to use or horrible",positive
"for those of us that like to tinker , i think creative offers some advantages",positive
the main issue now is that this new zen micro seems to be the best on the market at least temporarily,positive
