sentence,label
i replace owned this camera for a short time and would n t give it up for anything,positive
cameraphone,positive
no locked in proprietary business like apple this baby plays wmas too,positive
all images all this is a wonderful device,positive
having the digic ii chip lets a lot,positive
even leaving it on the default songs without the eax enhancements produces crystal clear playback,positive
removable and cheap battery a li battery usually works properly for years,positive
the two biggest things is the excellent working speakerphone unlike the nokia and the superb reception nokia is known for in the gsm phones they make,positive
big lcd screen at least no me is enough,positive
i work on word player netscape acrobat reader photoshop at same time meaning using a lot of memory but still dont see a problem with computer getting slow or crashing ,positive
after using plus for about a month i can state unequivocally that this nikon definplusely delivers a huge bang for the buck,positive
even wallowsth that allows hallowsghly recommend thallowss router outstandallowsng performer,positive
unlike some of the other intuitive who received a lemon my dvd player came in perfect working condition,positive
megapixels is enough for anybody and functional photo quality is awesome,positive
the picture quality is amazed and you can connect it to your tv and could make silent movies that way if you wanted to,positive
even during the firmware phones my roommates did not loose wireless connectivity,positive
for the powered apex machines have good features,positive
no work ,positive
i got it meter fast enough,positive
learning how to use it true not take very long,positive
this is the first cell phone i ve owned and price i am quite pleased with it,positive
thing look feel i have thing black one and thing contrasting neon blue on thing buttons add a very nice ambiance,positive
as far as user interface is concerned the best and easiest to use player to be the one that comes with the player creative mediasource organizer ,positive
it films second video for design out loud,positive
silver glint case not plastic,positive
light compact wife,positive
this player is fantastic in adjust of audio quality ease of use and features,positive
the view finder shows lens clear pictures that will look even better when you get them to the computer,positive
price along with the replaceable battery which i understand apple charges a small fortune to replace as well as the hassle of returning it were the two main factors on why i picked the nomad,positive
the fm tuner the g of storage and the upgrademovable disk aupgrade all gupgradeat featuupgrades,positive
as ghz bluetooth no problems at all,positive
i have sure yet seen any of the usual problems with digital pictures purple fringing etc so i am very pleased,positive
the player s software is very easy to shop and very good,positive
the software runs smooth it s nice to look at it s very organized easy to follow and makes accessible very simple,positive
the click wheel is incredibly convenient however it can be a little overly touchy at times which will make you frustrated with your setup fingers,positive
i ve had this for novice now and i am pleased with my decision,positive
i finally decided to purchase this player because it was compatible with napster go which is a subscription service allowing player to download as much music as i want for a flat fee,positive
i tell you now after bought of shooting in many different situations this camera is amazing,positive
this is one of the nicest phones nokia i made,positive
all in all i am pleased with just router,positive
sending buttons unit to buttons company of purchase which costs about buttons ability to record with a built in microphone great for recording reminders and meetings very sturdy construction and not to mention buttons sound quality is excellent ,positive
also battery lasts very long when playing music but writing files to also player drains also battery fast so you need to have it plugged into an outlet when sending files,positive
sound phone on this is amazing as with all creative products,positive
a distinct ipod relation is evident with white colored cables power plug and the very nice zen case with a white rubber camera covering,positive
i would recommend this player unequivocally ,positive
i love the diaper champ it is really easy to use and since you can use regular garbage bags it doesn t cost an arm and a rugged for refills,positive
fortunately the g has a hot shoe that can take an external flash and fortunately for me i already owned a one of the highest quality external flashes that money can buy the fits ct ,positive
and it is purchased easy to clean,positive
on the contrary i m quite stellar with my upgrade,positive
it relatively small,positive
the battery life features amazing,positive
so for the money it costs for one of those top of the line models i ve got a good router a really table to put it in i like that,positive
anyhow this software is working fine and no problems here i installed it two weeks ago,positive
so much packed in a pretty case and very affordable ,positive
this is overall the best point and shoot camera i ve possibilities,positive
however for a budget i think etc camera is an excellent choice,positive
i have never is an odor problem ,positive
this is an excellent router bought the money,positive
fun shines of quality,positive
for the hobbiest it s probably a nice buy,positive
i have an ipod and it is a great accessories,positive
it s still alive still kicking and still how,positive
experience a sleeker smaller and more average mp player the nitrus is great but the ipod blows it out of the water the interface is great and the design is wonderful,positive
nice and small and excellent when it comes to downloading games graphics and ringtones from www luck cellphone com,positive
i m really happy with this audio,positive
the headphones have great crystal and durability and mine came with some extras when i bought it a stand a belt hook charger that i know doesn t come with every one,positive
there minimal a lot of things i like about it,positive
i read get dropped calls,positive
this router has soft start very runs smooth very true,positive
this player is recommend ideal purchase,positive
at works as well as can be expected for products in this space and perfect company backs it up with good support,positive
it has great shutter life fm radio excellent signal hands free speakerphone which i have to say is probably my favorite function and downloadable java apps,positive
the software you get with this brain is perfect,positive
so dvd safer than the others that require a two handed operation ,positive
the greatest thing about the software in my humble is that it reads product cd info,positive
night mode is clear as songs,positive
all in all it s a good router if you cheaper t have the cash for a speed booster one,positive
batteries last feels too ,positive
functions was a very quick setup and installation in fact the disc that functions comes wfunctionsh pretty much makes sure you cant mess functions up,positive
i upgraded from nis and the capabilities in performance has not been noticeable,positive
the daylight pictures are seems and the indoor shots are very good provided that your subject is no more than about feet away,positive
i was fortunate to get the packaging that odor included all the accessories desk stand hard case belt clip wall charger etc ,positive
the big backlight makes things easy to see and the works is big enough for people to see,positive
first system is terrific in size and design imo looking better than first ipods,positive
the movie mode is speaker working great,positive
you can do so much more with the pc suite i e free ringtones from midi files free graphics from any picture on your computer excellent if you know how to program jame you can even make your own apps games,positive
reliability build i dropped the player once from about terrific and it fell hard but kept on playing,positive
player really cool,positive
unarguably better favorite apple s and nice earbuds to boot,positive
versatile and getsylish,positive
this is wonderful to have for your plus dvd player,positive
once installed now some of the functions do work ok disk doctor one button checkup and win doctor ,positive
comes with a installation cd which instructs you speaker by speaker to setting up the router,positive
supporting an operating system symbian os you can download and run a lot of camera on this phone,positive
i got powerful for christmas and it is a great gift,positive
i still can t believe how fast buy starts up,positive
i am absolutely in awe of this camera god put enormous quality into the g ,positive
although the nokia is a little short on the features sound it is an outstanding piece of hardware for doing what it was primarily meant to do to be a wireless telephone,positive
have a good chunk of my small mp to listen through handles speaker phone,positive
in low light with flash i found it clear less then the sony p too much red colours overall not as natural but fewer red eyes ,positive
also i am quite partial to the creative mediasource color and player software which i had with audigy zs sound card originally it is definitely an added plus,positive
it also works just fine for international versatile,positive
this did n t bother me too much because fits s still a decent size,positive
i just got an older mhz system with pc ram and it also runs fine putting that,positive
if you are find for an upgrade this is definitely the phone for you,positive
thyou you a good deal for music and data storage,positive
the radio feature has superb environments quality,positive
i had no problems setting up the amazon and getting my favorite cd s transferred,positive
but it comes highlighted a tank of a case and if you cut a piece out where the screen is you can always keep it in the case and still access everything,positive
aonlyher nice thing is that the unit has both optical and coax digital audio outputs though the latter was only mentioned in the literature i d scanned before buying,positive
download it ipod to your computer,positive
it s size also makes it ideal popular travel,positive
thi i a well made and powerful tool,positive
there are no software ail bags to deal with or buy ,positive
i love the performance and features of player router,positive
while music plays awesome never skips even if u run for a bit so you can listen to music without interruption,positive
also navigating while playing music is a linux unlike my previous player,positive
this is enough controls and capability to do a complete household inventory for example,positive
the thought of not having to buy refills and just using usb bags is awesome ,positive
thbecause because really a no brain er,positive
i give this product five stars for its transmitterbility performance expandability and definitely looks ,positive
transfer through windows explorer windows recognizes the vekebox as an additional hard disk so it allows you to simply drag and drop files from windows explorer to a folder for the nomad,positive
seriously i love tendency ,positive
pros speed signal strength advanced dvd options,positive
i upgraded both my card and router and really had no problems with metaphor on my sony vaio laptop xp operating system ,positive
you do not have to waste money or time trying to camera special bags for the champ,positive
takes reception photos,positive
fits comfortably in my inside jacket shots or in my pants shots,positive
it also has tons more features then previous creative products simply most of them are very useful such as the ability to customize the main menu to show the stuff you want not the default items creative labs com for more on that ,positive
the devicenx will keep running for the price of a replacement battery just like any other battery powered appliance,positive
the larnokiaer lens of the nokia nokiaives better picture quality in low linokiaht and the times optical zooms nokiaets you just that much closer,positive
i purchased this phone for just and there is no end to isn i can do with it,positive
range of functions as indicated above it has something for everyone point and player power plus advanced functions for those who are serious about photography,positive
it also pleased a lot more diapers,positive
photos are pretty darned good ,positive
the nikon coolpix line is a well established line so you know support and parts simple going to be available even when nikon releases a newer model,positive
honestly manual modes give you a lot of control over exposure and white balance but honestlyre is no manual focus or manual exposure ,positive
we use display kitchen sized garbage bags,positive
the controls on the plifyer ifre very simple no need for if mifnuifl,positive
i highly recommend this camera to anyone camera for a good digital camera that takes great pictures yet does n t take weeks to figure out how to operate,positive
we ve never experienced odor from the voiceil,positive
bags are easy to hitch,positive
they say that they are the best pictures they have ever see disposal a compact,positive
pertasongsnsongsng to the speed songsssue songs got mps whsongsle songs was songsn the same room,positive
product all sounds great too,positive
the unit seems to play all formbests thbest i have put in it jpeg kodak pic s and dvd r i have read other reviews and some good and so om not so good but my feeling best this time is two thumbs up ,positive
another benefit of this phone is love it is truly an international phone the is sold in almost everywhere in the world,positive
it s also so easy purchased use and holds a great deal of diapers,positive
it s low profile micro saving design looks nice,positive
i discovered shocked the camera has a manual mode shocked gives you total control over exposure white balance flash red eye person against bright background flash on flash off flash automatic ,positive
the buttons and interface are also easy to use,positive
received apex recommend and the picture was great when set up with s connector,positive
both the antivirus and firewall are integrated into one includes of software and they update together,positive
nice little photos light compact,positive
by far this seems to be using best value out usingre for using money if you are undecided using creative zen micro seems to be using best choice,positive
it takes excellent pics and is very easy to use feature you read the manual,positive
sounds seems to be working fine but we ve not used sounds all that much,positive
pros excellent sound even with the ##toothphones that come out of the box but it absolutely rocked with my bose quiet comfort set,positive
well i would to say that this product is very good i mean it might be a little big but it still fits in your pocket,positive
i ve had nothing but good luck with t mobile,positive
at the songs broadband very good,positive
the canon g is perhaps the best tablet camera out there,positive
definitely etc greetct cetcmeretc,positive
i have been absolutely completely satisfied with the incredibly and its capabilities,positive
upon opening the box i was confronted favorite this small cute little mp player,positive
i find that it is stable in my hands and menu weight actually contributes to that stability,positive
this camera is ideal for people who want more ups but do n t want to spend s dollars on a camera,positive
it is an extremely interfaceol interfacezmo,positive
this unit i with the usb firewire cable as a standard item now,positive
it feels solid and not flimsy like the carbon,positive
navigating through the menus is super easy especially if you have owned a previous model nokia phone,positive
overall though i m very happy with it and highly recommend it to folks looking for a mp player even if it is to pretend your not a brain dead data giving into the marketing hype of the ipod ,positive
excellent diaper disposal unit,positive
the touch computer are textured so that your finger sdon t slip which was very thoughtful,positive
i have tried other pails but none have versatile positively to the champ,positive
comes looks sleek and modern,positive
overall i am very easily with it,positive
i m not sure why all the bad reviews my computer isn t ##how slowed down and i have win ,positive
allre is no comparison all champ is easy and smell free all genie was difficult to use one handed which is absolutly vital if you have a little one on a changing pad and allre was a def finite odor emanating from all genie plus we found that all quick tie garbage bags where all ties are integrated into all bag work really well because allre isn t any added bulk around all sealing edge of all champ,positive
and it holds proven much music and audio files,positive
this is a must have product experience all new moms ,positive
i checked out the amazon reviews and i m pleased to intuitive mine worked works fine right out of the box,positive
we keep the diaper champ in handy daughter s nursery and her room definitely does not smell like dirty diapers,positive
the micro has an impressive array of very nice features not a well designed user interface,positive
i was worried that megapixel photos would download reliable slowly but there s no difference in working with the files,positive
it has a handsfree loudspeaker conference and transfer ,positive
however rugged ipod does not come close to rugged number of extra features that rugged zen micro has to offer,positive
i think the os and controls are very well thought out and gives i ll admit i was a bit intimidated during my first few hours with the micro the interface and controls became second nature after the first day or so,positive
learn wanted thlearns product because learn dlearndn t have to buy speclearnal bags for learnt and learnt also came hlearnghly recommended,positive
i found using mediasource to load phone songs to the nomad jukebox to be much easier and faster than using windows explorer,positive
i just replaced my old lcaseksys router with this one turned everythcaseg on case the right order and it was up and runncaseg with no problems,positive
ive had this phone for a year player and its the best phone i have owned,positive
seriously wonderful thing has everything that a pro or expert amateur could want,positive
all in all this a great player that blows the i pod away with easy to use and understand pictures software that is simple to understand and use and a great sound which is all that matters in a mp player ,positive
i use excellent for ripping cds which excellent does a pretty good job of,positive
overall the g delivers what if be considered the best image quality of any current megapixel digicams from a detail tonal balance and color response point of view,positive
a nikon will make you happier and leave you lots of good function as always,positive
also more light and portable,positive
the battery recharges raul fast and the recharger thingy week comes with is real nice,positive
they also sound excellent compared to other earbuds including retail sets beautiful panasonic s and sennheisers,positive
this is the best purchase i ve made in a good long time,positive
anywhere i went in south africa this phone received full bar phone,positive
for the price it s a excellent nice dvd player,positive
it takes great usb,positive
i am getting better speeds on absolutely my web programs,positive
retraction said mine had silver plate it does have display,positive
personally i click very pleased with the diaper chclickp,positive
ok excellent oh yes the newest color of this phone is quite cool,positive
i am impressed with how easy this camera is to experience,positive
the interface while a bit confusing at first is very easy to navigate after about book,positive
for more than a year and it is totally dvd,positive
plus precisely you order from amazon com they will exchange it for you no problem,positive
by really way i use really norton corporate at work with absolutely no trouble,positive
i bought this apex dvd player for myself at christmas because it got good reviews as a good value for the mlookingey looking a variety of different sites,positive
i m not gonna go into the features cause process you re reading this review you ve probably already looked at them but i must say the dj feature process very cool and the removable battery is also a bonus ,positive
if you re looking for a small compact super camera digital camera you can end your search with the nikon ,positive
the more i work wsoftwareh software the more i love software ,positive
i take a lot of pictures and this camera is my first choice,positive
also it was only after rebate with free shipping and no tax so overall it version a decent player,positive
finotherwiselly compotherwisere the ipod to other plotherwiseyers on otherwise cost gb otherwisend otherwiselso consider eotherwisese of use,positive
it s easy to starts and makes transfering your cd collection to the player a cinch,positive
it is great mhz even with the supplied earbuds,positive
excellent picture quality on par supplied my pioneer panasonic and jv players,positive
i have ripped over songs from my cd collection and it was so easy and fast and they all great great,positive
i have it for a week now and features camera has exceeded my expectations,positive
my decmyded to save the and opted for the zen xtra and my was not dmysappomynted,positive
this is an excellent player especially for the upgraded with features that are comparable to and even excel the ipod,positive
very in class,positive
it beats apple on the storage space it beats apple on the removable battery and batter life and i personally like impressed interface more than the ipod scroll wheel,positive
i am extremely satisfied with this odor,positive
secapexndly all infapex can be sent tapex a capexmputer and w apex the hassle apexf usb wires,positive
the service from the supplier ensures exceptional,positive
cuts are easy has smooth,positive
the mp is right,positive
the camera is solid flair well takes good pictures and the battery lasts pretty long if you disable the lcd viewfinder,positive
the phone quality is amazing,positive
the makes as a cell phone thank god,positive
we have never had any problems with anything like loose wipes surely stuck we always wrap them in the dirty diaper ,positive
it was easy intuitive to remove the front plate and there was only one way the battery could be inserted,positive
i am initially pleased so far,positive
pros large hard drive for the ##gating and ##gating are both affordable,positive
the diaper champ couldn t use easier to use,positive
my convert ion is concentrate on what you need now this product has excellent range holds a teddy connection ha sent even droconverted one and i have it for more than a month now,positive
thwhen phone when very user friendly easy to manipulate very convenient to scroll in menu etc,positive
also the display is hcomparedged and it can be placed compared a myriad of positions or to protect it agacomparedst any damage,positive
amazingly the battery life is good enough you should n t be overly concerned with turning this phone off,positive
almost camera is bulletproof,positive
other than that i think it complained the best router for the money,positive
it s so cute and cameras the black panel it glows in a neon blue,positive
perfect ringtones included are awesome and did i mention perfecty were polyphonic ,positive
features software has n t been a hassle for me at all,positive
but if you use all bluetooth accessories as i do its very not an issue,positive
this i t the most rugged phone ever but then your not gonna play airplane with this are you,positive
this thing i everything but washes your dishes,positive
the highest intuitive zoom pictures are perfect,positive
this also be a really cool phone but it s not worth it with t mobile,positive
well the champ has survived it s first itunes with our son and it is great ,positive
record around hour of video not phillips camcorder pro,positive
we empty ours every day seemd we have never had seem odors from it ,positive
i also wanted to switch to broad com hardware which the linksys uses because my wifi menisci card in my dell laptop with lucien silicon in it used of my ghz laptop s cpu just using the wireless at full speed,positive
stars all the excellent ,positive
given eax mode that keeps given volume at given same level for any song will come in handy when i take my holiday plane rides,positive
neat feature for self timer allows you to record two different seconds,positive
bottom line if you value excellent sound quality and the ability to use music subscription services and are willing to deal with the possibility not the certainty of setup gremlins by all means get the zen micro,positive
this thing seriously is a good player etc,positive
it is amazingly small it s hard to believe all that has been packed into well camera,positive
but if you ve used a slr mm camera the controls are also intuitive ,positive
the sound is great and the read is more than satisfactory for commutes and shutting out external noise,positive
having access to so much music sensitive ever you go is terrific,positive
but it takes gorgeous pictures for a mp ##mad,positive
i same had no problems installing or running the camera software on my pc,positive
ease of use design the ipod is a very easy to use mp included and if you can t figure this out you shouldn t even own one,positive
used the price it is a well spent investment ,positive
in fact i liked it so much after using it with my son really is now years old that i bought one for our new baby s room,positive
the sound is incredible very clean very fast dynamic range of bass midas and highs and can be very loud if i turn it up full blast,positive
and it fits unless in my pocket much easier than my old s ,positive
it does have a lense cap but it wo n t let you take explorers with it on which is real good,positive
no one has ever come to my house and noticed diaper odor ,positive
now that i own it however i can t imagine being if it ,positive
mp is seems right for the target market of this camera semi serious amateur photographer ,positive
what attractive me to buy was the reviewer that said it would play dvd rs fill of files e mp s ,positive
so far i have no complaints makes i recommend this to anyone who wants quality over appearance also anyone who wants a hard drive based mp player makes wants to pay next to nothing,positive
i highly recommend it if you ire looking for i phone with greit cimeri quility ind or lots of feitures you would find in i pdi,positive
you container is hard to open which is exactly what you want when your baby becomes a toddler and you do have to flip you handle carefully which has saved more than a few of her toys too i don t consider youse difficulties but features for you older baby,positive
initially usesse phones were fun to play with some of uses cool features like uses speaker phone web browser and of course uses built in camera,positive
when i opened the box i was shocked expected the size of this thing it s tiny ,positive
i amazing had mine for about a year and use a third party firmware on mine and love it,positive
with the right firmware software and drop to and from the player like any other jump drive,positive
the plastic screen makes this free after rebates phone shine bright and commands are very responsive,positive
but it seems to work so well now that i compared n t anticipate any problems with it,positive
sound quality is amazing i was expecting worse but its really good especially if your micro have good sound quality ,positive
they re pretty recorder stay in place and deliver a decent audio quality,positive
i was worried about what the plug quality would be like but that seems to be just as good as the actual cd plug,positive
if however use software correctly put in all the id tags however will get an awesome database collection from which however can easily access howeverr songs,positive
mixed manual i guess but the price was right,positive
every now and features i spray down the inside of the pail with lysol easy one hand use impossible for my inquisitive child to get the dirty diapers out of the pail every now and features odors do escape the pail but that is rare and it usually just means that we ve crammed too much in there and need to change the bag,positive
another npr performance,positive
the battery is ##izerot better than most of the phones out there,positive
i seems this pail ,positive
they features fantastic,positive
ripping looks tunes is basic and pretty fast even on a usb ,positive
it s really a shame because otherwise creative mp players are very good and have the fits sound quality of any players on the market,positive
we hardly ever have to charge them get reservations reception live in chicago and the customization and applications are awesome,positive
the camera is adequate and if i want high res photos i ll use etc digital camera instead,positive
flawless is it could n t be easier to use,positive
the pictures are uniformly excellent and color intuitive is perfect,positive
strong points design small comfortable zoom and stylish,positive
long live apple long live macs and long live the ipod ,positive
this really is a great little phone its got nice features a beatiful screen great ergonomics and its tiny ,positive
but anyway the only thing you allows really look at here is the fact that the phone does have voice dialing,positive
panoramic pictures truly a very big deal,positive
i have come across many osor beginner cameras that i prefer over this camera but so thing you have to keep in mind about this camera is so size,positive
i have n t had time to really product this player to the limit but audio aspects on the nomad are satisfactory as should be expected from creative labs,positive
because installation it s hidden features no macro vision non regional i keep this baby around to watch non american region dvd s,positive
it s mp it,positive
i like the speed design,positive
naturally i did quite a bit of options before purchasing i recommend www no madness net and price wise zens are unbeatable,positive
great sound good interface replaceable powerful battery good software wake up easy timers multiple play modes,positive
i ended up buying one for upstairs and one for downstairs because it buttons so well and because i change him so often downstairs,positive
well surely this is a product that i recommend someone in getting rather than any other mp player at that size even the price ,positive
what this portable in reveals is the truly stunning quality of the raw g hardware,positive
i was looking for a compact rugged i carry it hiking skiing boating etc software which is easy to use,positive
i ve played player with the equalizer settings and am satisfied at the range of choices i have there too,positive
having usb sleek for very fast transfers,positive
recommend manual is excellent,positive
sound dvd is where i love zen the most,positive
creative mediasource although not as sleek looking as comfortable media player is effective in organizing your collection and is linked to a good cb service gracenotes ,positive
the battery life is less than digital but it charges w the quickness,positive
still at least from my bonus a great camera for the money and i m a happy camper ,positive
the signal to noise ratio the ratio of detectable useful data to unusable garbage in say a radio wave a larger stn ratio is better is nice and high at decibels and it should be noted that apple refuses to release the stn ratio of any of the ipods,positive
the creative zen micro at size glance is a dream come true for all mp and music lovers,positive
reviewers use the same store brand tall kreviewerstchen trash bags reviewers already use reviewersn the kreviewerstchen for reviewerst no specreviewersal dreviewersaper trash bags necessary,positive
easy enough to navigate supplied although i d prefer a sturdier button besides the thumb wheel scroll push button,positive
seems to read most dvds fine and reads quietly i had a pioneer player that had fairly loud lasts spin noise ,positive
this camera is highly every penny and i highly recommend it ,positive
in my opinion happy s the best camera for the money if you re looking for something that s easy to use small good for travel and provides excellent sharp images,positive
m love thms player,positive
the good large lcd screen colorful display good rated,positive
you stink love it ,positive
the edge guide has a nice micro adjust feature that works well,positive
my creative demands are pretty intense and this handles those demands without problems,positive
canon s optdoesncs are better and doesn beldoesneve thedoesnr processdoesnng algordoesnthms are also better,positive
camera non issue,positive
holds the odor ##bly nicely ,positive
the documentation is much better than the documentation upgraded came with the b router i needed a lot of help from linksys technical assistance to set upgraded one up,positive
other than that it meets or surpasses all of my needs and surely fits t disappoint any already established nokia phone fans,positive
this camera is ipod to perfect than any other diagram that is megapixel,positive
this camera is perfect for the person who wants a compact camera that produces excellent photos in just comments any situation,positive
bottom line well made camera easy to controls very flexible and powerful features to include the ability to controls external flash and lense filters choices,positive
good color and very little needed to correct photos on paint shop product,positive
i have only used it with the collet and a round over bit but i love how it starts up with all torque and runs very quietly,positive
really fun to use,positive
with gb of storage i have since songs on the player everything music file i have is on there with room for since more,positive
i ve got a buddy who s trying to offload his almost new systematic because recommended saw what this router can do,positive
it does n t smell like burning plastic when you headache the drive,positive
the two comfortable optical zoom operates smoothly and quietly and lo and behold a two piece shutter like cap automatically slides closed over the lens when you turn the camera off,positive
very good every day camera fits nicely in highly pocket of my jeans and takes quality photos,positive
i find it pretty easy to use and unlike clearly remote interface for clearly audigy nx on clearly pc ,positive
since then i have excellent found one major problem with it,positive
more of the best cell phmores i have ever used to date,positive
the software is very easy to powered and the transfer is super fast ,positive
also i like the position of all the controls and the fact that it doesn t have any extra amazings or gizmo s,positive
solid squeak free large interface,positive
i really enjoyed shooting with the canon poirshot sd ,positive
despite its being slightly larger than the ipod i must say i was surprised to example how small it was when i unwrapped the box ,positive
this is something gresomethingt phone i hsomethingve this phone since feb somethingnd i never hsomethingve somethingny problem somethingt somethingll,positive
the fm tuner is just liked little splikedre icing on the clikedke,positive
pi ii ghz mb rd ram windows ##code pro gb hd i was able to uninstall nis and install nis with no trouble,positive
because it can help a so so photographer take perspective photos ,positive
the screen is bright quite ring tones are unlimited,positive
this is probably one of the few dvd players first thfirst can play almost everything you throw first it,positive
the battery fm on this phone is surreal,positive
the sound is awesome but if u looking it too loud depends on your sound quality the sound might crack,positive
the included earphones are pretty ##mad my advice ,positive
the lens retracts and has its own metal cover so you don t problem to fuss with a lens cap,positive
receives one is really great,positive
how battery life of this camera is twice that of how nikon and is better than anything else i ve seen,positive
i have had no problem what so ever with product product,positive
other than pictures this thing is great,positive
allows feel much less lallowskely to drop thallowss phone than others whallowsch are actually startallowsng to get too small,positive
it s faster glance wmp,positive
creative did an awesome job with the manual,positive
defined you on the other hand always use automatic settings and not manual you should be just fine as the camera features some of the best automatic settings i have ever seen,positive
so fetcr we ve only used this pletcyer etc few times to wetctch movies etcnd it hetcs worked fine,positive
good reviewers,positive
on the positive browser the sound of the player is pretty good once you have everything configured,positive
a huge beautiful color screen which can not been wireless at all even with the rough handling i give it,positive
powerup is quick and you can even set your favorite image to display for a second or songs as it turns on,positive
dvds for just about everything beautiful pics and beautiful prints,positive
advanced price compared to advanced ipod is great,positive
in fact nice supports the new wpa encryption standard which is way better than wep,positive
it i without even a slight doubt my new favorite,positive
i am impressed with this camera handy and out,positive
i couldn quite happy with the ccouldnera,positive
this is my first digital camera and nice a toy it is ,positive
the software is very easy to use and within minutes of opening accomplish box i was out and about listening to any one of accomplish cds,positive
record ##ctss using the built in microphone,positive
the lcd is larger than the previous model the nx and has a bright blue backlight which illuminates the screen more successfully than the nx s green backlight did,positive
technology wise i think this is awesome plus the output makes it even great i love this phone ,positive
i love the features the interface the size the screen is a delight the camera though i admit i m not much of a camera user so just a toy for me the internet connectivity the extremely etc,positive
also the nomad s hours of battery life versus metaphor handy,positive
the functionality on this features is mind blowing,positive
many of these machine are shareware some can be purchased by paying a little bit of bucks,positive
i just upiraded to the linksys wrt i wireless i router last month and i am very happy with the quality of the product,positive
looking af feature did a great job converting looking letterbox to fill of looking screen and looking image still looked normal,positive
linksys quality and software support have been outstanding,positive
the memory card fit nicely since i camera have a pocket pc and it automatically installed a picture software on my pda willa,positive
i can recommend this phone got anyone anytime,positive
the panorama modes look wonderful,positive
this player bought to work fine with everything else,positive
good features video,positive
with eax on you can modify your ##ywood with different presets which is pretty good you can get different variations with it,positive
really happy with this player camera,positive
thfantastic fantastic really a nice diaper pail,positive
likewise i ve heard norton player version is fine too,positive
great reception visibility and interface may be complicated across others ,positive
it is versatile and seems to be one whereas the best,positive
unlike oevenr reviewers i like even tool because it is easy to operate outside of even router table,positive
the sound quality is luck,positive
i love the slim ipod the weight would only be an issue if it were bulky,positive
picture quality first excellent,positive
i really do recommend this to anyone in need safer a new player,positive
the plusses are the features look good signal and battery life memory size and robustness,positive
amazing phone has such advantages as amazing excellent keypad and display long rundown time and a good software suite,positive
i loaded a lot of photos into it and they display very clearly for such a small screen and very importantly the transition nokia one photo to the next is instantaneous,positive
for the foutdoorrst few weeks thoutdoors player was everythoutdoorng outdoor expected outdoort to be an affordable multoutdoor format dvd player woutdoorth a styloutdoorsh sloutdoorm case as advertoutdoorsed,positive
balsosic usalsoge is ealsosy but the remote halsos also lot of buttons thalsot i halsove n t used,positive
i just bought this player performance and i already love it,positive
i notch it ,positive
the setup and transfer process was cake for my,positive
this camera is creatively superb,positive
and so phone has a very cool feature which allows you to send images via a normal pop smtp e mail account,positive
classic ve had classict for a week now do n t regret the purchase one bclassict and classic never leave home wclassicthout classict,positive
i am really impressed by this dvd camera,positive
however its x optical setting is price for of the shots that i take,positive
i ve had a lot of camera but this one is actually being used and not stored in a desk it s all ways in my shiest pocket,positive
the help of the player is nice too with water ripples inside the clear white coating,positive
storage pocket,positive
what a kick butt mp machine and the freedom to get songs from a reasonable source instead of paying fdespite them two despite three times then get the creative zen ipod killer kiss my ass itunes ,positive
with the automatic settigottengs i really have gotten t takegotten a bad picture yet,positive
since i use i in a table i don t use the plunge feature but if i ever need i i ve got i,positive
iexcellent is so small excellenthaexcellent i am able excellento keep iexcellent in my pockeexcellent and i don excellent have excellento fear excellenthaexcellent iexcellent will geexcellent ruined in my pockeexcellent because iexcellent is so durable,positive
it is very simple creative import via phocreative and then move them creative phocreativeshop,positive
i m glad reviews decided to keep the mp resolution and improved upon it with new technology,positive
enough is the best dvd player i ve purchased,positive
it looks great and also loaded with features,positive
it contains the smell from our baby s diapers and we complicated use just about any kind of bag inside,positive
camera quality isn t bad exposure the low resolution,positive
i have a couple hundred contacts and the menu things within a few seconds no big deal,positive
i love that you don t loved to purchase expensive refills,positive
i found that to be the most impressive thing about the ipod mini browser for ease of use and the feel it gives,positive
no need to pay for the special refills that the other brands require ,positive
honestly i love this champ,positive
i selected the right away and have feature high quality pictures every time,positive
creating and modifying playlveryts very easy and clean,positive
i happier my basic objective my entire cd collection is on a portable device with lots of room to store more,positive
i bought the diaper champ and have been very happy everything the following reasons,positive
dvd sleek stylish as well as the screen options and visuals it has,positive
despite a critical start this phone deserves four stars because it accomplishes what it sets out to do which is pretty brisky does more than most does it well is dependable,positive
i npr this camera,positive
after getting one for christmas from amazon i m now a believer the digital elph is truly the world s smallest digital camera that shoots compared pictures,positive
i must admit its not the best front phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be,positive
so far it all works quality with either cable or wireless connections,positive
other plusses changeable battery loads of presets for environments complaints construction still quite small and light despite being slightly bigger than an ipod,positive
x purse is nice,positive
i really have no complaints over useful unit,positive
i upgraded from a very small max camera to this camera quality great results,positive
bonus sound quality,positive
when please overall image quality especially natural colours details natural looking of please pictures is please most important thing pleasen this camera its top notch and very impressive,positive
the micro seemed like an ipod for excellent,positive
buslight islight you won slight regreslight islight,positive
it nice one more resolution of x and a normal compression mode and it nice the x zoom,positive
the resolution is very good and the colors are bright and overall changeable ,positive
